Company,Address,Mailing City,State,Zip Code,Last Name,First Name,Phone Number Combined,Primary SIC Code Description,Location Sales Volume Range,SIC Code 1 ,SIC Code Description 1,Lead Status
"Curtis, Felicia Agt",9830 Colonnade Blvd # 400,San Antonio,TX,78230,Curtis,Felicia,(210) 691-4202,Insurance,"Less Than $500,000",6411-12,Insurance,
Cuscatlan Insurance,5433 S Congress Ave,Austin,TX,78745,,,(512) 445-5078,Insurance,"Less Than $500,000",6411-12,Insurance,
Customized Group Benefits,8620 N New Braunfels Ave # 205,San Antonio,TX,78217,Lipscomb,Maria,(210) 341-1515,Insurance,"Less Than $500,000",6411-12,Insurance,
D D Insurance Svc,16719 Huebner Rd # 4,San Antonio,TX,78248,,,(210) 408-2886,Insurance,"Less Than $500,000",6411-12,Insurance,
"D'Angelo, Vito Agt",2801 Via Fortuna # 650,Austin,TX,78746,D'Angelo,Vito,(512) 329-6700,Insurance,"Less Than $500,000",6411-12,Insurance,
"Daigle, Ronald Agt",9800 Fredericksburg Rd,San Antonio,TX,78288,Daigle,Ronald,(210) 282-1888,Insurance,"Less Than $500,000",6411-12,Insurance,
Dairyland Insurance Co,7616 Eckhert Rd,San Antonio,TX,78240,Woodard,Dan,(210) 572-1482,Insurance,"$500,000-1 Million",6411-12,Insurance,
Dale Dowlearn Insurance Agcy,14310 Northbrook Dr # 100,San Antonio,TX,78232,Dowlearn,Dale,(210) 404-9911,Insurance,"Less Than $500,000",6411-12,Insurance,
"Daly, Joseph Agt",9800 Fredericksburg Rd,San Antonio,TX,78288,Daly,Joseph,(210) 282-1888,Insurance,"Less Than $500,000",6411-12,Insurance,
Dan Heiman Insurance Svc,11500 W Interstate 10 # 293,San Antonio,TX,78230,,,(210) 495-7373,Insurance,"$500,000-1 Million",6411-12,Insurance,
Dana Hinds Insurance,11509 Fm 1957 # C,San Antonio,TX,78253,Hinds,Dana,(210) 679-5515,Insurance,"Less Than $500,000",6411-12,Insurance,
Danback Insurance PLLC,8312 Burnet Rd # 115,Austin,TX,78757,Danback,Sheryl,(512) 454-4567,Insurance,"$500,000-1 Million",6331-01,Insurance-Property & Casualty,
Danbury Agency Inc,1739 Citadel Plz,San Antonio,TX,78209,,,(210) 822-8789,Insurance,"Less Than $500,000",6411-12,Insurance,
Danbury Agency Inc,9310 Broadway St # 1,San Antonio,TX,78217,,,(210) 822-1017,Insurance,"$500,000-1 Million",6411-12,Insurance,
Daniel Gonzalez Insurance,PO Box 241120,San Antonio,TX,78224,,,(210) 927-7766,Insurance,"Less Than $500,000",6411-12,Insurance,
Daren Ross Agency,6101 W Courtyard Dr # 1-125,Austin,TX,78730,Ross,Daren,(512) 459-3972,Insurance,"$500,000-1 Million",6411-12,Insurance,
Daryl Mitchell-State Farm Ins,1000 Payton Gin Rd # R,Austin,TX,78758,Mitchell,Daryl,(512) 835-7211,Insurance,"Less Than $500,000",6331-01,Insurance-Property & Casualty,
Davana International LLC,13485 Blanco Rd,San Antonio,TX,78216,,,(210) 265-1722,Insurance,"$500,000-1 Million",6411-12,Insurance,
David Cantu Insurance,11216 West Ave # 4,San Antonio,TX,78213,Cantu,D,(210) 494-1267,Insurance,"Less Than $500,000",6411-12,Insurance,
David Cantu Insurance,11230 West Ave # 1201,San Antonio,TX,78213,,,(210) 366-1251,Insurance,"$500,000-1 Million",6411-12,Insurance,
David Fuentes,621 W Malone Ave,San Antonio,TX,78225,,,(210) 532-1614,Insurance,"Less Than $500,000",6411-12,Insurance,
David Fuentes Insurance,152 New Laredo Hwy,San Antonio,TX,78211,Fuentes,David,(210) 532-1614,Insurance,"Less Than $500,000",6411-12,Insurance,
David Fuentes Insurance,4407 S Panam Expy # 2,San Antonio,TX,78225,Fuentes,David,(210) 532-1614,Insurance,"Less Than $500,000",6411-12,Insurance,
David Galvan-State Farm Ins,2399 NW Military Hwy,San Antonio,TX,78231,Galvan,David,(210) 344-6404,Insurance,"$500,000-1 Million",6331-01,Insurance-Property & Casualty,
David Garcia Insurance,2115 Bandera Rd,San Antonio,TX,78228,Garcia,D,(210) 732-8533,Insurance,"Less Than $500,000",6411-12,Insurance,
David Goldstein NCLU Ins,8701 Shoal Creek Blvd,Austin,TX,78757,,,(512) 472-8382,Insurance,"$500,000-1 Million",6411-12,Insurance,
David Ison Insurance Inc,1383 E Bitters Rd # 1,San Antonio,TX,78216,Ison,David,(210) 490-1494,Insurance,"Less Than $500,000",6411-12,Insurance,
David Ison Insurance Inc,1383 E Bitters Rd # 1,San Antonio,TX,78216,Ison,Mark,(210) 490-1494,Insurance,"Less Than $500,000",6411-12,Insurance,
David Lipsit & Assoc,2702 N Loop 1604 E # 101,San Antonio,TX,78232,Lipsit,David,(210) 377-3103,Insurance,$2.5-5 Million,6411-12,Insurance,
David N Goldstein Insurance,4000 Medical Pkwy # 211,Austin,TX,78756,Goldstein,David N,(512) 472-3582,Health Care Instruction,,6411-12,Insurance,
"Davidson, Katherine Agt",10101 Reunion Pl # 900,San Antonio,TX,78216,Davidson,Katherine,(210) 377-1457,Insurance,"Less Than $500,000",6411-12,Insurance,
"Davila, Stacie Agt",9800 Fredericksburg Rd,San Antonio,TX,78288,Davila,Stacie,(210) 282-1888,Insurance,"Less Than $500,000",6411-12,Insurance,
Davis & Wehrle LLC,4807 Spicewood Springs # 1290,Austin,TX,78759,Wehrle,Mark E,(512) 346-1131,Insurance,"Less Than $500,000",6411-12,Insurance,
Davis Life Brokerage,4538 Centerview # 154,San Antonio,TX,78228,Ramirez,Rena,(210) 745-0349,Insurance,"Less Than $500,000",6411-12,Insurance,
"Davis, Dena Agt",9800 Fredericksburg Rd,San Antonio,TX,78288,Davis,Dena,(210) 282-1888,Insurance,"Less Than $500,000",6411-12,Insurance,
"Davis, Denise Agt",131 Interpark Blvd,San Antonio,TX,78216,Davis,Denise,(210) 249-2360,Insurance,"Less Than $500,000",6411-12,Insurance,
"Davis, Jim Agt",8700 Crownhill Blvd # 402,San Antonio,TX,78209,Davis,Jim,(210) 495-8300,Insurance,"Less Than $500,000",6411-12,Insurance,
"Davis, Keith Agt",7950 Anderson Sq # 101,Austin,TX,78757,Davis,Keith,(512) 454-4511,Insurance,"Less Than $500,000",6411-12,Insurance,
"Davis, Taniqua Agt",9800 Fredericksburg Rd,San Antonio,TX,78288,Davis,Taniqua,(210) 282-1888,Insurance,"Less Than $500,000",6411-12,Insurance,
Dawn Austin Insurance Agency,617 W Slaughter Ln # 107,Austin,TX,78748,,,(512) 298-4811,Insurance,"$500,000-1 Million",6411-12,Insurance,
"De Hoyos, Juan Agt",9800 Fredericksburg Rd,San Antonio,TX,78288,DE Hoyos,Juan,(210) 282-1888,Insurance,"Less Than $500,000",6411-12,Insurance,
De LA Cruz Auto Insurance,1234 Castroville Rd,San Antonio,TX,78237,DE LA Cruz,Alfred,(210) 434-2457,Insurance,"Less Than $500,000",6411-12,Insurance,
De LA Cruz Insurance,4207 Culebra Rd,San Antonio,TX,78228,DE LA Cruz,Bob,(210) 432-4536,Insurance,$1-2.5 Million,6411-12,Insurance,
De LA Cruz Tax & Bookkeeping,2015 W Commerce St,San Antonio,TX,78207,DE LA Cruz,Bob,(210) 223-4139,Insurance,"Less Than $500,000",6411-12,Insurance,
"De LA Cruz, Estela Agt",9800 Fredericksburg Rd,San Antonio,TX,78288,DE LA Cruz,Estela,(210) 282-1888,Insurance,"Less Than $500,000",6411-12,Insurance,
"De LA Rosa, Jennifer Agt",9800 Fredericksburg Rd,San Antonio,TX,78288,DE LA Rosa,Jennifer,(210) 282-1888,Insurance,"Less Than $500,000",6411-12,Insurance,
"De LA Rosa, Vanessa Agt",9800 Fredericksburg Rd,San Antonio,TX,78288,DE LA Rosa,Vanessa,(210) 282-1888,Insurance,"Less Than $500,000",6411-12,Insurance,
"De Los Santos, Andrea Agt",9800 Fredericksburg Rd,San Antonio,TX,78288,DE Los Santos,Andrea,(210) 282-1888,Insurance,"Less Than $500,000",6411-12,Insurance,
Dean Davis Insurance,7950 Anderson Sq # 101,Austin,TX,78757,Davis,Rollo,(512) 454-4511,Insurance,"Less Than $500,000",6411-12,Insurance,
Dean Davis Insurance Agency,7950 Anderson Sq # 101,Austin,TX,78757,Davis,Mike,(512) 454-4511,Insurance,"$500,000-1 Million",6411-07,Insurance-Homeowners,
Dean Insurance Svc,6836 San Pedro Ave # 109,San Antonio,TX,78216,Harris,Robert,(210) 805-8898,Insurance,"$500,000-1 Million",6411-12,Insurance,
Dean Mitchell Insurance Agency,15424 F M 1825,Austin,TX,78723,,,(512) 926-8295,Insurance,"Less Than $500,000",6411-12,Insurance,
"Deases Jr, David Agt",9800 Fredericksburg Rd,San Antonio,TX,78288,Deases Jr,David,(210) 282-1888,Insurance,"Less Than $500,000",6411-12,Insurance,
Deborah Copeland Fncl Advisor,2404 Amur Dr,Austin,TX,78745,Copeland,Deborah L,(512) 453-8383,Insurance,"Less Than $500,000",6411-12,Insurance,
Deborah Copeland Fncl Advisor,6327 Zadock Woods Dr,Austin,TX,78749,,,(512) 453-8383,Insurance,"Less Than $500,000",6411-12,Insurance,
Debs-Diversified Employee Bnft,2135 NW Military Hwy # 101,San Antonio,TX,78213,Geri,Stephen G,(210) 558-3377,Insurance,$2.5-5 Million,6411-12,Insurance,
Dee H Smith Insurance,3922 N Panam Expy,San Antonio,TX,78219,,,(210) 354-4326,Insurance,"$500,000-1 Million",6411-12,Insurance,
Dee H Smith Insurance Co,7923 Donore Pl,San Antonio,TX,78229,,,(210) 541-8903,Insurance,"$500,000-1 Million",6411-12,Insurance,
Dela Cruz Insurance,4207 Culebra Rd,San Antonio,TX,78228,Casas,Nellie,(210) 432-4536,Insurance,"Less Than $500,000",6411-12,Insurance,
"Delacruz, M Agt",25302 W Interstate 10,San Antonio,TX,78257,Delacruz,M,(210) 520-3430,Insurance,"Less Than $500,000",6411-12,Insurance,
"Delafuente, Michael Agt",9442 N Capital Of Texas Hwy,Austin,TX,78759,Delafuente,Michael,(512) 338-8086,Insurance,"Less Than $500,000",6411-12,Insurance,
"Deleon, Enrique Agt",9800 Fredericksburg Rd,San Antonio,TX,78288,Deleon,Enrique,(210) 282-1888,Insurance,"Less Than $500,000",6411-12,Insurance,
"Delgado, Dori Agt",9800 Fredericksburg Rd,San Antonio,TX,78288,Delgado,Dori,(210) 282-1888,Insurance,"Less Than $500,000",6411-12,Insurance,
"Delgado, Imelda Agt",9800 Fredericksburg Rd,San Antonio,TX,78288,Delgado,Imelda,(210) 282-1888,Insurance,"Less Than $500,000",6411-12,Insurance,
Delta Dental Of Ca,3607 Greystone Dr # 2122,Austin,TX,78731,,,(512) 732-0695,Insurance,"$500,000-1 Million",6411-12,Insurance,
"Denney, Renessa Agt",9800 Fredericksburg Rd,San Antonio,TX,78288,Denney,Renessa,(210) 282-1888,Insurance,"Less Than $500,000",6411-12,Insurance,
Dental Connect,724 N Saint Marys St,San Antonio,TX,78205,Morales,Phillip,(210) 807-8100,Insurance,"$500,000-1 Million",6411-12,Insurance,
Dental Insurance Affordable,1131 Babcock Rd,San Antonio,TX,78201,,,(210) 714-4696,Insurance,"$500,000-1 Million",6411-12,Insurance,
Dental Insurance Coverage,1241 W French Pl,San Antonio,TX,78201,,,(210) 714-4699,Insurance,"$500,000-1 Million",6411-12,Insurance,
Dental Insurance Licensed,1150 Babcock Rd,San Antonio,TX,78201,,,(210) 714-4695,Insurance,"$500,000-1 Million",6411-12,Insurance,
Dental Insurance Multiple Natl,5826 W Interstate 10,San Antonio,TX,78201,,,(210) 714-4698,Insurance,"$500,000-1 Million",6411-12,Insurance,
Dental Insurance Quotes & Info,4515 Fredericksburg Rd,San Antonio,TX,78201,,,(210) 714-4694,Insurance,"$500,000-1 Million",6411-12,Insurance,
Dental Select,PO Box 91251,San Antonio,TX,78209,Celis,Patricia,(210) 822-0123,Insurance,"Less Than $500,000",6411-12,Insurance,
Deschenes Financial Svc Inc,10 Three Lakes Dr,San Antonio,TX,78248,,,(210) 696-7900,Insurance,"Less Than $500,000",6411-12,Insurance,
"Deschenes, Mark Agt",PO Box 781769,San Antonio,TX,78278,Deschenes,Mark,(210) 696-7900,Insurance,"Less Than $500,000",6411-12,Insurance,
"Deshotel, Jennifer Agt",PO Box 1600,San Antonio,TX,78296,Deshotel,Jennifer,(210) 232-3303,Insurance,"Less Than $500,000",6411-12,Insurance,
"Dever, Andria Agt",9800 Fredericksburg Rd,San Antonio,TX,78288,Dever,Andria,(210) 282-1888,Insurance,"Less Than $500,000",6411-12,Insurance,
"Devine, Christine Agt",9800 Fredericksburg Rd,San Antonio,TX,78288,Devine,Christine,(210) 282-1888,Insurance,"Less Than $500,000",6411-12,Insurance,
"Devlin, Marianne Agt",9800 Fredericksburg Rd,San Antonio,TX,78288,Devlin,Marianne,(210) 282-1888,Insurance,"Less Than $500,000",6411-12,Insurance,
"Dewoody, Jonathan Agt",301 Congress Ave # 100,Austin,TX,78701,Dewoody,Jonathan,(512) 472-6852,Insurance,"Less Than $500,000",6411-12,Insurance,
"Dial, Hagan Agt",4130 Spicewood Sps Rd # 200,Austin,TX,78759,Dial,Hagan,(512) 343-7947,Insurance,"Less Than $500,000",6411-12,Insurance,
Diana Garcia Insurance,18587 Sigma Rd # 260,San Antonio,TX,78258,Garcia,Diana,(210) 404-1522,Insurance,"Less Than $500,000",6411-12,Insurance,
Diana Lujan Insurance,1416 Goliad Rd # A,San Antonio,TX,78223,Lujan,Jose,(210) 534-6125,Insurance,"Less Than $500,000",6411-12,Insurance,
Diaz Insurance & Assoc,1119 Nogalitos,San Antonio,TX,78204,Diaz,Ann Marie,(210) 922-7700,Insurance,"Less Than $500,000",6411-12,Insurance,
"Diaz, Pamela Agt",9800 Fredericksburg Rd,San Antonio,TX,78288,Diaz,Pamela,(210) 282-1888,Insurance,"Less Than $500,000",6411-12,Insurance,
Dick Carr & Assoc,PO Box 2747,Georgetown,TX,78627,Carr,Dick,(512) 476-2757,Insurance,"$500,000-1 Million",6411-12,Insurance,
"Dickerson, Tiffany Agt",9800 Fredericksburg Rd,San Antonio,TX,78288,Dickerson,Tiffany,(210) 282-1888,Insurance,"Less Than $500,000",6411-12,Insurance,
"Dietel, Logan Agt",19230 Stonehue # 4200,San Antonio,TX,78258,Dietel,Logan,(512) 557-0605,Insurance,"Less Than $500,000",6411-12,Insurance,
"Dire, David Agt",98 San Jacinto Blvd # 600,Austin,TX,78701,Dire,David,(512) 474-2421,Insurance,"Less Than $500,000",6411-12,Insurance,
Direct Auto Insurance,1901 E Riverside Dr,Austin,TX,78741,,,(512) 362-5995,Insurance,"Less Than $500,000",6411-12,Insurance,
Direct General Ins Agency,1830 S Ww White Rd,San Antonio,TX,78220,,,(210) 526-3581,Insurance,"Less Than $500,000",6411-12,Insurance,
Direct General Ins Agency,710 N New Braunfels Ave,San Antonio,TX,78202,Hernandez,Claudia,(210) 222-0880,Insurance,"Less Than $500,000",6411-12,Insurance,
Direct Genral Insurance,1901 E 7th St,Austin,TX,78702,,,(512) 651-0032,Insurance,"$500,000-1 Million",6411-12,Insurance,
Direct Insurance,1901 E 7th St,Austin,TX,78702,,,(512) 362-5995,Insurance,"$500,000-1 Million",6411-12,Insurance,
Direct Insurance,1739 SW Loop 410,San Antonio,TX,78227,,,(210) 247-4105,Insurance,"$500,000-1 Million",6411-12,Insurance,
Direct Insurance,3700 Fredericksburg Rd,San Antonio,TX,78201,,,(210) 247-0244,Insurance,"$500,000-1 Million",6411-12,Insurance,
Direct Insurance,4130 S New Braunfels Ave,San Antonio,TX,78223,,,(210) 301-4253,Insurance,"Less Than $500,000",6411-12,Insurance,
Direct Insurance,6440 San Pedro Ave,San Antonio,TX,78216,,,(210) 301-4262,Insurance,"$500,000-1 Million",6411-12,Insurance,
Direct Insurance,9355 Culebra Rd,San Antonio,TX,78251,,,(210) 247-2632,Insurance,"Less Than $500,000",6411-12,Insurance,
Disability Insurance,1700 Rio Grande St,Austin,TX,78701,,,(512) 717-3697,Insurance,"$500,000-1 Million",6411-12,Insurance,
Disability Insurance,310 W 17th St,Austin,TX,78701,,,(512) 717-3996,Insurance,"$500,000-1 Million",6411-12,Insurance,
Disability Major Insurance,710 Colorado St,Austin,TX,78701,,,(512) 717-3438,Insurance,"$500,000-1 Million",6411-12,Insurance,
"Ditri, Thomas Agt",9800 Fredericksburg Rd,San Antonio,TX,78288,Ditri,Thomas,(210) 282-1888,Insurance,"Less Than $500,000",6411-12,Insurance,
Diversified Insurance Brkrg,9065 Jollyville Rd # 100,Austin,TX,78759,Adams,Gerald,(512) 451-6552,Insurance,"Less Than $500,000",6411-12,Insurance,
"Dobbs, Amanda Agt",9800 Fredericksburg Rd,San Antonio,TX,78288,Dobbs,Amanda,(210) 282-1888,Insurance,"Less Than $500,000",6411-12,Insurance,
Doc's Insurance,2003 Airport Blvd,Austin,TX,78722,Brabham,George T,(512) 473-2000,Insurance,"Less Than $500,000",6411-07,Insurance-Homeowners,
Docs Auto Insurance,2003 Airport Blvd,Austin,TX,78722,,,(512) 480-8628,Insurance,"$500,000-1 Million",6411-12,Insurance,
"Doggett, Teresa Agt",PO Box 163131,Austin,TX,78716,Doggett,Teresa,(512) 801-3538,Insurance,"Less Than $500,000",6411-12,Insurance,
"Dominguez, David R Agt",16414 San Pedro Ave # 240,San Antonio,TX,78232,Dominguez,David R,(210) 215-6594,Insurance,"Less Than $500,000",6411-12,Insurance,
Don Tedder Jr Insurance,12023 San Pedro Ave,San Antonio,TX,78216,Tedder,Don,(210) 496-3939,Insurance,"Less Than $500,000",6411-12,Insurance,
Donald Baker Insurance Inc,14425 Brook Hollow Blvd # B,San Antonio,TX,78232,Baker,Kayla,(210) 494-7695,Insurance,"Less Than $500,000",6411-12,Insurance,
Donald E Miller Agency,120 Austin Hwy # 104,San Antonio,TX,78209,Miller,Donald E,(210) 828-9057,Insurance,"$500,000-1 Million",6411-12,Insurance,
Donna Kim Insurance,6613 Airport Blvd # B,Austin,TX,78752,Kim,Donna,(512) 371-9048,Insurance,"Less Than $500,000",6411-12,Insurance,
Doodson Insurance Brokerage,1400 S Congress Ave # B250,Austin,TX,78704,,,(512) 982-2040,Insurance,,6411-12,Insurance,
"Dougherty, Louisa Agt",9800 Fredericksburg Rd,San Antonio,TX,78288,Dougherty,Louisa,(210) 282-1888,Insurance,"Less Than $500,000",6411-12,Insurance,
"Douglas Iv, Eddie Agt",9800 Fredericksburg Rd,San Antonio,TX,78288,Douglas Iv,Eddie,(210) 282-1888,Insurance,"Less Than $500,000",6411-12,Insurance,
"Dovalina, Julian Agt",9800 Fredericksburg Rd,San Antonio,TX,78288,Dovalina,Julian,(210) 282-1888,Insurance,"Less Than $500,000",6411-12,Insurance,
Dove Insurance Solutions,12012 Tech Blvd 101,Austin,TX,78727,Dove,Tami,(512) 331-6395,Insurance,"$500,000-1 Million",6411-12,Insurance,
Dove Insurance Solutions,12012 Technology Blvd # 101,Austin,TX,78727,Dove,Tami,(512) 331-6395,Insurance,"Less Than $500,000",6411-12,Insurance,
"Doyle, Margaret Agt",9800 Fredericksburg Rd,San Antonio,TX,78288,Doyle,Margaret,(210) 282-1888,Insurance,"Less Than $500,000",6411-12,Insurance,
Drake Besheer Insurance,5910 Courtyard Dr # 160,Austin,TX,78731,Besheer,Drake,(512) 343-1374,Insurance,"Less Than $500,000",6411-12,Insurance,
"Drake, Kimberly Agt",9800 Fredericksburg Rd,San Antonio,TX,78288,Drake,Kimberly,(210) 282-1888,Insurance,"Less Than $500,000",6411-12,Insurance,
Dripping Springs Insurance Age,17004 Whitetail Run,Austin,TX,78737,,,(512) 858-7740,Insurance,"Less Than $500,000",6411-12,Insurance,
Drott Agency,2595 Jackson Keller Rd,San Antonio,TX,78230,Drott,Greg,(210) 341-3258,Insurance,"$500,000-1 Million",6411-12,Insurance,
"Drott, Judy Agt",1615 Guadalupe St,Austin,TX,78701,Drott,Judy,(512) 477-6745,Insurance,"Less Than $500,000",6411-12,Insurance,
"Druilhet, Beverly Agt",9830 Colonnade Blvd # 400,San Antonio,TX,78230,Druilhet,Beverly,(210) 735-2048,Insurance,"Less Than $500,000",6411-12,Insurance,
"Drzymalla, Brandon Agt",9800 Fredericksburg Rd,San Antonio,TX,78288,Drzymalla,Brandon,(210) 282-1888,Insurance,"Less Than $500,000",6411-12,Insurance,
"Dubose, Dennis Agt",16406 Chase Oak,San Antonio,TX,78232,Dubose,Dennis,(210) 349-6105,Insurance,"Less Than $500,000",6411-12,Insurance,
"Dubose, Kandis Agt",9800 Fredericksburg Rd,San Antonio,TX,78288,Dubose,Kandis,(210) 282-1888,Insurance,"Less Than $500,000",6411-12,Insurance,
"Duecker, Kimberly Agt",9800 Fredericksburg Rd,San Antonio,TX,78288,Duecker,Kimberly,(210) 282-1888,Insurance,"Less Than $500,000",6411-12,Insurance,
"Duennenberg, Ava Agt",PO Box 790828,San Antonio,TX,78279,Duennenberg,Ava,(210) 366-5094,Insurance,"Less Than $500,000",6411-12,Insurance,
"Duffey, Phil Agt",11503 Juniper Ridge Dr,Austin,TX,78759,Duffey,Phil,(512) 249-9151,Insurance,"Less Than $500,000",6411-12,Insurance,
Duncan Pite LLP,,San Antonio,TX,78237,,,(210) 432-8200,Insurance,"$500,000-1 Million",6411-12,Insurance,
"Duncan, Christopher Agt",9800 Fredericksburg Rd,San Antonio,TX,78288,Duncan,Christopher,(210) 282-1888,Insurance,"Less Than $500,000",6411-12,Insurance,
"Dunn, Kerry Agt",9800 Fredericksburg Rd,San Antonio,TX,78288,Dunn,Kerry,(210) 282-1888,Insurance,"Less Than $500,000",6411-12,Insurance,
"Duque Jr, Leonel",9800 Fredericksburg Rd,San Antonio,TX,78288,Duque Jr,Leonel,(210) 282-1888,Insurance-Property & Casualty,$2.5-5 Million,6331-01,Insurance-Property & Casualty,
"Durham, Anna Agt",9800 Fredericksburg Rd,San Antonio,TX,78288,Durham,Anna,(210) 282-1888,Insurance,"Less Than $500,000",6411-12,Insurance,
"Duva, Tracy Agt",9800 Fredericksburg Rd,San Antonio,TX,78288,Duva,Tracy,(210) 282-1888,Insurance,"Less Than $500,000",6411-12,Insurance,
Dziga Insurance,7500 Eckhert Rd # 400,San Antonio,TX,78240,Dziga,Stan,(210) 377-0665,Insurance,$1-2.5 Million,6411-12,Insurance,
E Z Auto Insurance,4011 S 1st St # B,Austin,TX,78745,Stanley,Ron,(512) 444-3279,Insurance,"$500,000-1 Million",6411-12,Insurance,
E Z Insurance,4502 S Congress Ave,Austin,TX,78745,Stanley,Ron,(512) 444-4040,Insurance,"Less Than $500,000",6411-12,Insurance,
E Z Insurance,1517 Nogalitos,San Antonio,TX,78204,,,(210) 229-1751,Insurance,"$500,000-1 Million",6411-12,Insurance,
E-Z Auto Insurance,3807 N Interstate 35 # A,Austin,TX,78722,Stanley,Ronald,(512) 454-6161,Insurance,"Less Than $500,000",6411-12,Insurance,
E-Z Auto Insurance,7600 N Lamar Blvd # E,Austin,TX,78752,Roman,Tiffany,(512) 445-2700,Insurance,"Less Than $500,000",6411-12,Insurance,
E-Z Insurance,4011 S 1st St,Austin,TX,78745,Stanley,Ron,(512) 443-9700,Insurance,"Less Than $500,000",6411-12,Insurance,
Eastwood Insurance Agcy Texas,9037 Research Blvd,Austin,TX,78758,Partridge,Judy,(512) 977-5300,Insurance,"$500,000-1 Million",6411-12,Insurance,
Eastwood Insurance Co,4201 S Congress Ave # 103,Austin,TX,78745,,,(512) 326-5009,Insurance,"Less Than $500,000",6411-12,Insurance,
